student_id,age,gender,tenth_percentage,twelfth_or_diploma_percentage,math_score,programming_score,communication_score,logical_reasoning_score,creativity_score,leadership_score,teamwork_score,problem_solving_score,coding_interest,design_interest,data_interest,business_interest,security_interest,cloud_interest,preferred_work_type,preferred_domain,personality_type,certifications_count,project_count,internship_experience,favorite_subject,career_label
S0968,17,Female,86.43,76.17,93,75,65,80,43,62,85,81,5,2,5,2,6,8,Technical,Cloud,Logical,2,4,No,Python,Junior DevOps Engineer
S0376,20,Male,62.15,60.77,45,72,62,82,91,76,53,65,5,7,3,1,6,5,Creative,Web,Creative,1,3,Yes,Web,Frontend Developer
S0647,19,Male,75.74,73.81,100,83,90,86,49,68,98,81,2,4,2,4,8,2,Technical,Security,Logical,3,4,No,DBMS,Security Analyst Trainee
S0050,20,Male,74.86,89.54,79,75,82,81,56,36,65,71,3,5,9,1,2,6,Analytical,Data,Analytical,2,4,Yes,Python,Junior Data Scientist
S0543,21,Female,76.52,87.55,58,47,74,62,84,45,73,73,6,4,2,3,5,5,Technical,Web,Logical,3,3,No,Statistics,Full Stack Developer
S0983,18,Female,89.59,94.59,94,69,89,70,45,55,79,75,3,3,5,5,5,7,Technical,Cloud,Logical,1,2,No,DBMS,Junior DevOps Engineer
S0654,17,Male,99.0,87.16,84,75,70,97,69,78,89,96,4,2,3,2,8,4,Technical,Security,Logical,4,1,No,DBMS,Security Analyst Trainee
S1012,22,Female,91.04,77.78,78,81,68,96,81,67,71,91,3,3,9,3,1,6,Technical,Data,Logical,3,4,No,DBMS,Database Administrator
S0618,19,Male,92.75,78.81,90,81,54,89,52,61,79,86,1,2,6,1,3,7,Technical,Cloud,Logical,4,1,No,DBMS,Cloud Operations Engineer
S0413,20,Female,69.16,81.04,54,79,57,77,89,63,76,84,5,9,3,2,4,3,Creative,Web,Creative,2,3,No,Web,Frontend Developer
S0665,18,Female,75.02,72.8,65,80,49,74,59,69,58,80,6,1,1,6,9,5,Technical,Security,Logical,3,0,No,DBMS,Security Analyst Trainee
S0858,18,Male,85.62,73.85,74,72,88,74,81,95,98,65,6,4,6,10,3,2,Management,Data,Leader,1,2,No,Statistics,Junior Business Analyst
S0076,19,Male,78.23,56.76,92,77,79,59,38,32,70,76,1,3,7,2,2,5,Analytical,Data,Analytical,2,5,Yes,Statistics,Associate Data Analyst
S0934,18,Female,72.3,79.6,80,98,95,98,38,36,76,70,6,2,1,1,4,9,Technical,Cloud,Logical,4,2,No,DBMS,Junior DevOps Engineer
S0322,19,Female,87.29,73.3,80,72,47,70,68,41,68,70,9,5,1,4,2,4,Technical,Web,Logical,5,4,No,Web,Junior Web Developer
S0468,19,Male,77.09,89.68,77,90,49,100,70,69,69,80,10,2,6,3,1,4,Technical,Web,Logical,0,3,Yes,Python,Backend Developer
S1051,19,Male,78.89,92.85,100,67,69,75,38,65,72,77,5,3,10,5,5,4,Technical,Data,Logical,2,4,No,DBMS,Database Administrator
S0677,20,Female,97.26,73.47,65,93,57,92,72,43,80,79,2,6,1,6,7,1,Technical,Security,Logical,4,3,No,DBMS,Security Analyst Trainee
S0679,20,Female,78.23,77.85,73,94,69,89,66,61,74,88,5,6,3,1,8,2,Technical,Security,Logical,1,1,No,DBMS,Security Analyst Trainee
S0051,19,Male,76.89,79.59,86,41,85,89,58,45,89,78,6,4,8,5,6,6,Analytical,Data,Analytical,2,2,No,Python,Junior Data Scientist
S0020,17,Female,94.78,63.51,60,40,88,44,39,36,60,87,5,2,6,3,5,3,Analytical,Web,Analytical,2,2,No,DBMS,Junior Data Scientist
S0649,18,Male,69.2,60.69,88,98,74,80,80,63,64,95,3,4,2,3,9,4,Technical,Security,Logical,2,1,Yes,DBMS,Security Analyst Trainee
S0730,17,Female,83.34,92.25,77,80,83,90,85,79,55,83,1,8,5,4,3,6,Creative,Web,Creative,2,2,No,Web,UI/UX Designer
S0052,19,Female,74.84,67.62,50,60,68,70,82,38,83,98,4,5,4,1,2,5,Analytical,Data,Analytical,3,2,No,Statistics,Junior Data Scientist
S0122,19,Male,79.57,99.0,97,71,62,80,61,40,67,100,6,6,9,1,3,1,Analytical,Data,Analytical,0,6,Yes,Statistics,Associate Data Analyst
S0292,18,Male,73.23,67.04,83,77,61,70,68,80,100,79,6,2,9,6,4,4,Technical,AI-ML,Logical,1,5,Yes,Math,AI/ML Engineer Trainee
S0972,19,Male,92.71,72.48,75,78,46,99,39,58,62,100,6,3,4,3,5,8,Technical,Cloud,Logical,1,2,No,Python,Junior DevOps Engineer
S0293,21,Female,88.91,75.0,78,87,93,76,80,67,81,91,5,4,8,6,2,5,Technical,AI-ML,Logical,3,5,Yes,Math,AI/ML Engineer Trainee
S0063,17,Male,88.23,67.44,96,72,90,67,36,64,58,95,3,5,10,3,3,6,Analytical,Data,Analytical,2,3,No,DBMS,Associate Data Analyst
S0749,20,Female,65.83,73.06,72,44,77,68,91,59,71,89,3,8,1,5,3,6,Creative,Web,Creative,2,2,No,Web,UI/UX Designer
S0825,19,Male,76.03,89.77,77,80,55,82,67,39,65,87,7,2,6,1,2,5,Technical,Web,Analytical,1,2,No,Python,Quality Assurance Tester
S0146,18,Male,79.53,72.39,96,70,93,73,53,70,94,98,9,3,2,5,3,6,Technical,AI-ML,Logical,1,3,Yes,Python,Junior ML Engineer
S0826,20,Female,86.41,82.67,93,81,54,78,64,33,82,76,9,5,6,2,5,6,Technical,Web,Analytical,1,3,Yes,Python,Quality Assurance Tester
S0201,21,Female,82.41,70.13,88,66,67,76,54,79,78,94,9,3,4,4,3,4,Technical,AI-ML,Logical,2,3,No,Python,Junior ML Engineer
S0851,22,Male,70.8,90.81,80,67,88,57,51,34,95,85,9,2,2,3,6,6,Technical,Web,Analytical,2,1,Yes,Python,Quality Assurance Tester
S0011,19,Female,78.62,78.32,72,52,46,87,60,54,87,92,1,1,10,5,6,1,Analytical,Data,Analytical,1,1,No,Python,Junior Data Scientist
S0453,20,Male,95.51,75.11,82,76,64,72,60,59,65,73,8,6,1,4,5,2,Technical,Web,Logical,4,4,No,DBMS,Backend Developer
S0548,22,Female,71.1,89.93,69,81,94,70,48,63,57,76,7,2,5,5,5,4,Technical,Web,Logical,3,3,No,Web,Full Stack Developer
S0311,20,Male,71.38,71.1,87,91,76,87,84,35,53,74,10,3,4,1,4,1,Technical,Web,Logical,2,4,No,Python,Junior Web Developer
S0278,21,Other,85.76,80.34,83,72,73,71,85,43,81,94,4,3,10,2,5,3,Technical,AI-ML,Logical,1,4,No,Python,AI/ML Engineer Trainee
S0212,17,Male,97.36,70.07,93,83,57,80,74,39,55,78,6,3,7,5,3,2,Technical,AI-ML,Logical,4,1,No,Math,AI/ML Engineer Trainee
S0605,22,Other,68.52,83.51,83,91,69,70,81,65,63,77,2,5,3,5,6,9,Technical,Cloud,Logical,2,4,No,Python,Cloud Operations Engineer
S0491,21,Male,80.36,75.28,79,66,89,77,84,72,89,99,8,5,2,2,5,6,Technical,Web,Logical,0,1,No,DBMS,Full Stack Developer
S0437,20,Female,93.95,92.25,66,86,69,89,74,46,69,92,9,3,1,6,5,6,Technical,Web,Logical,2,5,Yes,Python,Backend Developer
S0362,20,Male,80.54,65.58,54,42,88,82,93,48,63,74,1,9,4,6,6,1,Creative,Web,Creative,1,2,No,Web,Frontend Developer
S0106,21,Female,80.76,70.89,79,50,95,65,53,56,61,80,2,1,9,3,3,3,Analytical,Data,Analytical,1,2,No,Statistics,Associate Data Analyst
S0878,20,Male,76.36,76.41,55,67,77,58,70,84,75,80,3,2,3,1,1,4,Management,Cloud,Leader,2,3,No,DBMS,Junior Business Analyst
S0879,20,Female,74.65,71.36,58,56,76,86,42,91,94,54,1,3,2,8,4,6,Management,Data,Leader,1,0,No,DBMS,Junior Business Analyst
S0816,19,Other,84.42,82.8,84,71,48,78,46,52,53,90,9,1,3,4,4,5,Technical,Web,Analytical,1,2,No,Web,Quality Assurance Tester
S0374,19,Female,74.94,73.07,73,61,79,61,76,41,57,64,2,8,6,3,1,2,Creative,Web,Creative,3,0,No,Web,Frontend Developer
S0209,19,Male,81.94,57.26,83,74,93,78,46,69,51,100,8,5,5,3,3,5,Technical,AI-ML,Logical,1,6,Yes,Python,Junior ML Engineer
S0377,18,Male,89.6,79.24,56,40,74,71,86,42,100,60,1,9,3,2,6,4,Creative,Web,Creative,3,2,No,Web,Frontend Developer
S0944,20,Male,78.38,75.53,63,91,90,73,70,44,64,85,3,6,1,1,6,7,Technical,Cloud,Logical,1,5,Yes,DBMS,Junior DevOps Engineer
S0240,20,Male,71.55,81.63,97,84,74,80,52,59,62,83,1,2,10,1,2,3,Technical,AI-ML,Logical,3,1,No,Python,AI/ML Engineer Trainee
S0479,18,Female,71.43,64.67,85,87,45,77,36,42,90,93,7,2,2,6,3,3,Technical,Web,Logical,1,0,No,Python,Backend Developer
S0128,17,Male,75.53,89.31,63,40,49,70,82,38,93,75,5,1,10,1,3,5,Analytical,Data,Analytical,1,2,No,DBMS,Associate Data Analyst
S0724,17,Female,68.64,73.34,63,50,93,66,84,52,64,61,3,6,2,3,3,6,Creative,Data,Creative,1,3,No,Statistics,UI/UX Designer
S1002,20,Female,85.38,63.11,85,95,69,88,45,60,64,88,6,4,7,6,6,3,Technical,Data,Logical,3,4,No,DBMS,Database Administrator
S0410,18,Male,76.68,67.31,68,72,78,71,77,31,92,59,3,9,2,4,2,3,Creative,Web,Creative,1,2,No,Web,Frontend Developer
S1009,17,Male,83.89,86.64,64,92,79,81,56,43,73,95,3,4,7,2,6,2,Technical,Data,Logical,3,1,No,DBMS,Database Administrator
S0129,20,Male,73.96,90.84,94,49,59,83,78,67,65,83,4,6,9,4,4,1,Analytical,Data,Analytical,5,4,No,Statistics,Associate Data Analyst
S0086,20,Female,92.09,67.4,74,72,94,79,62,48,87,92,3,6,8,1,2,2,Analytical,Data,Analytical,3,3,No,DBMS,Associate Data Analyst
S0962,18,Female,85.58,79.17,99,73,94,83,85,62,71,93,6,6,1,3,2,7,Technical,Cloud,Logical,1,3,No,Python,Junior DevOps Engineer
S0457,19,Male,84.6,71.11,64,82,95,92,59,34,81,78,7,1,3,6,5,3,Technical,Web,Logical,3,2,No,Python,Backend Developer
S0849,19,Female,82.32,61.05,62,88,82,88,47,64,67,93,8,3,3,6,3,6,Technical,Web,Analytical,4,1,No,Web,Quality Assurance Tester
S1045,18,Male,90.97,70.61,84,80,64,100,77,53,87,95,3,4,9,6,5,4,Technical,Data,Logical,2,1,No,DBMS,Database Administrator
S1005,21,Male,73.17,76.19,64,98,62,78,74,47,83,82,4,1,8,1,2,6,Technical,Data,Logical,1,3,Yes,DBMS,Database Administrator
S0828,21,Male,76.5,77.31,65,96,66,55,76,48,67,85,10,4,3,6,1,1,Technical,Web,Analytical,1,4,No,Python,Quality Assurance Tester
S0095,22,Male,83.96,86.02,74,60,89,75,83,50,75,85,3,1,10,6,5,3,Analytical,Data,Analytical,1,0,No,Statistics,Associate Data Analyst
S0060,22,Male,67.47,92.69,72,79,76,58,83,54,67,87,4,2,8,3,2,3,Analytical,Data,Analytical,3,4,No,Statistics,Junior Data Scientist
S0696,20,Female,95.12,87.9,99,74,71,88,82,51,84,100,1,3,1,6,10,2,Technical,Security,Logical,1,2,No,DBMS,Security Analyst Trainee
S0990,21,Male,82.66,77.75,76,83,47,98,75,52,67,94,2,2,8,1,2,3,Technical,Data,Logical,3,2,No,DBMS,Database Administrator
S0519,21,Male,87.32,83.17,85,94,84,78,37,56,57,100,10,2,4,2,1,5,Technical,Web,Logical,1,4,No,Python,Full Stack Developer
S0920,18,Male,88.59,89.36,63,93,76,87,44,36,87,71,5,1,6,2,3,10,Technical,Cloud,Logical,2,4,No,Python,Junior DevOps Engineer
S0796,17,Male,69.81,81.75,49,65,67,62,72,55,94,80,4,1,3,1,1,1,Technical,Security,Analytical,0,4,Yes,Statistics,Quality Assurance Tester
S0184,19,Female,88.44,83.48,59,52,48,55,73,37,57,86,4,6,4,1,3,6,Technical,Cloud,Logical,3,2,Yes,Math,Junior ML Engineer
S0394,20,Female,86.86,81.57,59,59,63,56,75,53,91,73,1,7,3,1,4,3,Creative,Web,Creative,0,1,No,Web,Frontend Developer
S0351,17,Female,87.5,93.71,64,79,83,70,64,32,52,73,8,2,6,3,3,4,Technical,Web,Logical,1,1,No,Python,Junior Web Developer
S0809,21,Male,87.3,86.02,86,87,78,68,72,62,57,81,10,5,1,3,1,6,Technical,Web,Analytical,1,3,Yes,Web,Quality Assurance Tester
S0404,22,Male,77.27,87.98,81,65,88,82,89,65,87,70,5,9,1,6,4,1,Creative,Web,Creative,2,2,No,Web,Frontend Developer
S0986,21,Male,97.87,88.59,98,93,47,70,50,33,56,96,5,6,5,5,2,10,Technical,Cloud,Logical,0,2,No,Python,Junior DevOps Engineer
S0520,19,Male,90.24,88.86,68,68,64,77,81,80,98,98,9,4,6,5,5,5,Technical,Web,Logical,2,3,No,Web,Full Stack Developer
S0830,18,Male,75.28,70.59,84,71,62,70,35,48,52,90,10,1,3,2,4,1,Technical,Web,Analytical,4,4,No,Web,Quality Assurance Tester
S0658,19,Male,69.86,55.0,89,84,86,84,63,80,56,95,2,2,1,2,9,4,Technical,Security,Logical,2,4,No,DBMS,Security Analyst Trainee
S0927,20,Female,80.22,91.79,85,89,69,97,41,79,96,99,6,1,5,4,6,10,Technical,Cloud,Logical,4,3,No,Python,Junior DevOps Engineer
S0609,19,Female,79.35,77.0,64,99,48,85,61,71,70,82,1,1,5,1,4,9,Technical,Cloud,Logical,4,3,No,DBMS,Cloud Operations Engineer
S0375,20,Female,77.72,73.8,53,74,58,58,100,63,55,63,4,10,4,2,4,5,Creative,Web,Creative,3,3,No,Web,Frontend Developer
S0997,21,Female,84.33,63.72,68,73,79,85,60,50,66,100,4,6,10,5,3,3,Technical,Data,Logical,2,4,No,DBMS,Database Administrator
S0667,20,Female,77.84,85.26,92,80,93,74,37,51,67,77,4,5,4,2,8,1,Technical,Security,Logical,1,4,No,DBMS,Security Analyst Trainee
S0504,18,Female,74.07,84.91,76,85,51,91,63,69,98,98,9,6,5,6,2,1,Technical,Web,Logical,5,3,No,Python,Full Stack Developer
S0175,17,Female,72.04,74.63,88,100,86,96,81,51,58,75,10,1,5,5,2,3,Technical,AI-ML,Logical,2,5,Yes,Python,Junior ML Engineer
S0395,17,Male,80.9,83.13,62,71,91,81,83,33,67,84,4,10,2,2,6,1,Creative,Web,Creative,1,5,Yes,Web,Frontend Developer
S0910,18,Male,70.21,69.91,69,68,71,58,76,76,62,81,3,2,4,10,4,1,Management,Data,Leader,5,3,Yes,Statistics,Junior Business Analyst
S0318,20,Male,72.77,59.0,100,87,72,93,35,74,65,86,10,5,6,6,4,5,Technical,Web,Logical,2,2,Yes,Web,Junior Web Developer
S0502,20,Male,80.93,61.16,75,66,57,94,59,55,52,86,10,6,5,1,4,5,Technical,Web,Logical,3,6,Yes,Python,Full Stack Developer
S1035,18,Male,80.36,66.36,61,56,80,70,42,76,66,71,2,5,6,2,4,3,Technical,Data,Logical,4,3,Yes,Python,Database Administrator
S0948,18,Other,81.14,85.68,90,72,66,82,43,48,97,94,1,3,4,1,2,7,Technical,Cloud,Logical,2,2,No,DBMS,Junior DevOps Engineer
S0670,18,Female,98.18,82.4,75,66,58,79,62,80,66,93,2,3,6,5,10,3,Technical,Security,Logical,1,2,No,DBMS,Security Analyst Trainee
S0093,23,Male,88.63,64.96,65,46,80,67,59,77,65,81,4,3,2,1,4,4,Analytical,AI-ML,Analytical,3,3,No,Web,Associate Data Analyst
S0185,20,Female,77.45,77.31,49,52,92,67,36,39,50,99,6,5,6,3,5,4,Technical,Security,Logical,1,3,No,Python,Junior ML Engineer
S0107,19,Male,80.89,75.45,78,74,82,69,69,80,85,92,3,1,7,1,3,6,Analytical,Data,Analytical,1,3,No,Statistics,Associate Data Analyst
S0900,21,Male,74.65,66.09,77,50,70,66,61,72,89,56,4,2,5,8,4,5,Management,Data,Leader,2,0,No,DBMS,Junior Business Analyst
S0645,19,Female,72.5,94.06,90,85,64,82,79,45,66,70,4,6,1,4,10,1,Technical,Security,Logical,0,2,No,DBMS,Security Analyst Trainee
S0138,20,Other,90.77,80.82,89,90,84,72,48,51,51,73,10,1,1,6,2,1,Technical,AI-ML,Logical,2,4,No,Python,Junior ML Engineer
S0263,22,Male,79.49,91.84,69,86,63,89,43,37,78,93,2,5,10,6,5,2,Technical,AI-ML,Logical,2,0,No,Math,AI/ML Engineer Trainee
S0843,18,Female,75.15,82.21,95,68,85,68,54,64,60,93,10,3,3,6,4,4,Technical,Web,Analytical,2,5,Yes,Python,Quality Assurance Tester
S0712,21,Male,83.73,77.9,50,50,90,57,95,53,60,60,1,9,5,5,2,1,Creative,Web,Creative,1,2,No,Web,UI/UX Designer
S0476,17,Male,82.77,84.31,90,93,54,76,49,67,79,96,10,3,6,6,3,5,Technical,Web,Logical,3,5,Yes,Python,Backend Developer
S0970,20,Male,94.1,71.26,72,73,58,71,68,63,59,71,2,1,6,3,5,10,Technical,Cloud,Logical,4,3,No,DBMS,Junior DevOps Engineer
S0612,18,Female,74.92,85.55,69,80,50,88,56,31,69,72,1,3,2,5,4,10,Technical,Cloud,Logical,2,0,Yes,DBMS,Cloud Operations Engineer
S0768,19,Female,96.77,78.41,52,47,79,64,79,42,66,55,1,8,3,2,3,1,Creative,Web,Creative,5,1,No,Web,UI/UX Designer
S0941,21,Other,92.18,69.06,66,69,57,80,82,60,67,74,3,5,2,3,2,7,Technical,Cloud,Logical,2,4,No,Python,Junior DevOps Engineer
S0856,19,Female,94.47,90.46,72,54,70,69,84,81,58,54,5,1,2,9,2,2,Management,Data,Leader,3,2,No,Statistics,Junior Business Analyst
S0147,18,Female,81.22,57.39,79,91,67,70,59,75,96,100,7,1,3,2,4,5,Technical,AI-ML,Logical,7,5,Yes,Python,Junior ML Engineer
S0030,20,Male,80.16,77.05,91,43,51,66,72,70,95,85,5,3,10,5,1,1,Analytical,Data,Analytical,3,5,Yes,Math,Junior Data Scientist
S0550,19,Male,99.0,63.38,75,100,56,85,47,59,80,84,9,5,3,5,1,1,Technical,Web,Logical,4,0,Yes,DBMS,Full Stack Developer
S0705,19,Male,92.03,73.77,51,76,72,56,86,39,63,78,4,7,1,3,2,2,Creative,Web,Creative,1,2,Yes,Web,UI/UX Designer
S0573,20,Male,92.98,72.33,48,55,57,53,79,59,95,82,2,2,1,6,1,4,Technical,Data,Logical,1,5,Yes,DBMS,Cloud Operations Engineer
S0672,17,Female,73.73,61.74,93,77,82,99,58,62,87,80,6,5,6,6,8,2,Technical,Security,Logical,1,4,No,DBMS,Security Analyst Trainee
S0358,19,Female,79.52,55.0,61,53,59,44,77,55,94,70,3,2,4,4,3,3,Creative,Cloud,Creative,1,4,No,DBMS,Frontend Developer
S1020,18,Male,79.62,79.18,95,96,85,72,84,53,51,81,5,1,8,1,1,4,Technical,Data,Logical,3,6,Yes,DBMS,Database Administrator
S0139,21,Female,82.58,70.16,74,77,58,96,59,71,92,71,8,1,3,3,3,6,Technical,AI-ML,Logical,3,2,No,Python,Junior ML Engineer
S0135,18,Male,85.35,73.43,41,45,68,45,66,44,77,81,2,3,6,1,3,1,Technical,Security,Logical,4,1,Yes,Python,Junior ML Engineer
S0868,23,Male,79.82,65.57,68,68,70,57,40,71,81,74,5,6,4,9,4,2,Management,Data,Leader,4,1,No,Statistics,Junior Business Analyst
S0606,22,Female,67.12,72.41,68,68,86,74,65,73,52,81,5,5,5,5,1,7,Technical,Cloud,Logical,3,4,No,DBMS,Cloud Operations Engineer
S0196,19,Female,93.06,78.64,77,66,45,74,67,45,52,90,7,1,2,4,2,6,Technical,AI-ML,Logical,1,3,No,Python,Junior ML Engineer
S0591,17,Female,90.76,76.94,79,76,45,80,55,58,74,81,5,2,1,6,1,7,Technical,Cloud,Logical,1,3,No,Python,Cloud Operations Engineer
S0556,20,Male,79.92,55.0,67,77,67,90,47,79,65,96,10,6,1,4,6,3,Technical,Web,Logical,1,2,No,Web,Full Stack Developer
S1022,21,Female,74.09,69.91,73,89,87,76,70,72,85,98,4,6,9,2,1,3,Technical,Data,Logical,4,5,Yes,DBMS,Database Administrator
S0744,23,Male,69.2,75.68,49,60,71,68,79,61,68,66,3,10,2,5,1,6,Creative,Web,Creative,1,1,Yes,Web,UI/UX Designer
S0097,19,Female,86.33,77.13,85,48,94,64,84,69,78,91,4,5,10,5,4,3,Analytical,Data,Analytical,1,4,No,DBMS,Associate Data Analyst
S0643,20,Male,78.18,87.31,67,76,71,97,64,68,82,83,6,2,2,6,7,1,Technical,Security,Logical,0,1,No,DBMS,Security Analyst Trainee
S0282,23,Female,79.5,94.49,78,69,94,99,36,59,53,76,1,1,9,5,1,4,Technical,AI-ML,Logical,2,5,Yes,Math,AI/ML Engineer Trainee
S0245,20,Female,71.03,59.41,75,94,56,90,71,47,61,71,4,1,9,1,4,4,Technical,AI-ML,Logical,1,1,No,Math,AI/ML Engineer Trainee
S0762,19,Male,75.1,91.78,83,61,93,78,81,42,80,77,5,9,4,4,2,3,Creative,Web,Creative,1,4,No,Web,UI/UX Designer
S0177,19,Male,78.14,91.49,89,74,52,81,79,44,71,83,9,4,6,1,2,6,Technical,AI-ML,Logical,1,6,Yes,Python,Junior ML Engineer
S0301,17,Other,65.44,82.14,91,71,62,91,65,41,95,91,7,4,2,3,5,6,Technical,Web,Logical,0,1,No,Python,Junior Web Developer
S0882,18,Female,76.63,62.37,80,75,77,70,42,78,83,69,1,2,6,7,5,5,Management,Data,Leader,2,4,No,Statistics,Junior Business Analyst
S0226,25,Female,72.25,77.13,73,76,88,88,67,31,89,78,1,5,7,6,1,3,Technical,AI-ML,Logical,2,2,No,Python,AI/ML Engineer Trainee
S0690,18,Female,86.46,85.68,63,99,76,96,74,54,88,89,5,3,3,2,10,6,Technical,Security,Logical,3,1,No,DBMS,Security Analyst Trainee
S0010,18,Female,80.21,88.41,98,80,49,71,55,51,90,98,4,4,10,4,1,6,Analytical,Data,Analytical,2,6,Yes,Python,Junior Data Scientist
S0092,17,Male,74.46,84.67,63,40,87,69,61,75,59,83,2,5,9,5,6,6,Analytical,Data,Analytical,2,3,No,DBMS,Associate Data Analyst
S0810,21,Female,85.5,79.64,100,71,86,83,45,59,64,74,9,5,6,4,6,1,Technical,Web,Analytical,1,4,No,Web,Quality Assurance Tester
S1025,20,Male,79.02,77.15,68,96,49,96,85,58,51,76,6,5,7,4,5,6,Technical,Data,Logical,3,1,No,DBMS,Database Administrator
S0450,22,Other,78.28,73.31,66,96,67,74,67,38,95,91,9,5,5,2,4,1,Technical,Web,Logical,5,2,Yes,Python,Backend Developer
S0875,19,Male,84.11,69.86,73,41,76,66,64,93,52,86,5,2,2,10,4,1,Management,Data,Leader,1,1,No,Statistics,Junior Business Analyst
S0731,18,Male,79.79,66.21,64,66,56,79,81,39,83,74,1,8,5,3,5,4,Creative,Web,Creative,1,2,No,Web,UI/UX Designer
S0339,19,Female,83.29,91.09,92,95,88,91,52,54,72,93,10,3,1,6,4,2,Technical,Web,Logical,3,1,No,Web,Junior Web Developer
S0684,19,Male,84.58,70.43,62,82,59,97,45,64,69,91,2,5,5,6,7,3,Technical,Security,Logical,2,2,No,DBMS,Security Analyst Trainee
S0945,20,Female,74.0,74.62,86,99,51,86,49,30,67,73,4,1,4,6,6,10,Technical,Cloud,Logical,3,4,No,Python,Junior DevOps Engineer
S0517,19,Female,86.05,65.36,79,84,92,98,50,41,98,72,9,4,5,2,3,1,Technical,Web,Logical,1,1,No,DBMS,Full Stack Developer
S0586,21,Female,78.98,72.99,100,72,91,74,44,71,58,74,6,5,6,5,4,10,Technical,Cloud,Logical,2,2,Yes,Python,Cloud Operations Engineer
S0819,19,Male,77.03,80.85,80,83,51,89,55,66,73,75,7,2,4,6,1,1,Technical,Web,Analytical,1,8,Yes,Web,Quality Assurance Tester
S0379,17,Other,90.42,80.34,47,58,73,60,87,70,82,71,4,10,6,3,3,4,Creative,Web,Creative,1,1,No,Web,Frontend Developer
S0798,20,Male,80.6,82.54,76,95,54,67,66,64,89,95,9,2,5,4,6,5,Technical,Web,Analytical,2,0,No,Web,Quality Assurance Tester
S0427,19,Male,79.84,70.99,98,89,89,87,83,50,51,84,8,2,1,3,6,4,Technical,Web,Logical,1,2,No,Python,Backend Developer
S0641,18,Male,78.6,75.19,100,84,55,75,40,64,62,84,5,3,4,5,10,3,Technical,Security,Logical,3,2,No,DBMS,Security Analyst Trainee
S1031,22,Female,80.52,83.87,97,66,47,90,81,44,59,95,3,3,10,2,1,3,Technical,Data,Logical,3,1,Yes,DBMS,Database Administrator
S0863,18,Male,84.03,68.98,77,59,91,89,44,88,59,87,5,4,4,10,1,3,Management,Data,Leader,3,1,No,Statistics,Junior Business Analyst
S0312,21,Female,81.08,83.19,85,97,87,86,79,35,76,77,8,1,3,6,4,5,Technical,Web,Logical,1,4,No,Python,Junior Web Developer
S0673,22,Female,80.1,71.15,62,88,82,78,82,48,53,99,4,1,2,4,9,6,Technical,Security,Logical,1,5,Yes,DBMS,Security Analyst Trainee
S0083,18,Female,76.76,79.77,93,55,81,88,53,59,85,85,3,4,7,2,3,2,Analytical,Data,Analytical,1,2,No,DBMS,Associate Data Analyst
S0758,17,Male,86.53,81.14,44,52,66,49,86,35,79,64,5,2,5,6,4,4,Creative,Data,Creative,1,1,Yes,Python,UI/UX Designer
S0637,24,Female,75.92,59.37,94,81,49,100,58,53,97,76,1,2,5,6,10,6,Technical,Security,Logical,1,2,No,DBMS,Security Analyst Trainee
S0463,19,Male,78.98,70.93,86,86,90,94,60,31,80,86,9,3,1,1,3,2,Technical,Web,Logical,5,2,Yes,DBMS,Backend Developer
S0718,23,Male,82.62,58.78,70,57,71,84,90,72,87,70,3,8,1,3,6,5,Creative,Web,Creative,4,5,Yes,Web,UI/UX Designer
S0772,19,Female,85.34,89.6,92,88,54,73,49,56,73,76,8,3,1,4,6,3,Technical,Web,Analytical,4,3,No,Web,Quality Assurance Tester
S0412,21,Other,63.08,84.97,70,48,78,79,79,62,66,86,5,9,3,4,3,2,Creative,Web,Creative,1,7,Yes,Web,Frontend Developer
S0396,20,Male,80.73,73.98,47,79,88,81,92,75,84,61,4,7,2,3,5,5,Creative,Web,Creative,2,2,No,Web,Frontend Developer
S0854,20,Female,86.01,87.48,68,64,90,62,48,74,95,85,5,1,4,10,2,3,Management,Data,Leader,1,5,Yes,DBMS,Junior Business Analyst
S0629,18,Male,91.63,87.73,66,86,84,70,78,49,79,99,4,2,6,3,1,8,Technical,Cloud,Logical,0,3,No,DBMS,Cloud Operations Engineer
S0155,19,Female,64.46,78.11,86,93,62,73,49,50,60,95,8,3,1,3,2,2,Technical,AI-ML,Logical,0,1,No,Python,Junior ML Engineer
S0429,18,Female,55.48,73.64,99,74,47,79,83,39,80,72,10,1,1,2,3,2,Technical,Web,Logical,4,3,No,DBMS,Backend Developer
S0179,17,Female,78.61,68.87,68,47,66,57,53,69,87,88,1,5,3,2,1,3,Technical,Web,Logical,2,4,Yes,Math,Junior ML Engineer
S0784,20,Male,85.9,82.76,70,85,54,83,72,48,59,87,9,3,2,3,5,5,Technical,Web,Analytical,3,6,Yes,Python,Quality Assurance Tester
S0248,20,Male,72.09,80.92,92,95,64,100,78,44,90,99,6,4,10,5,3,6,Technical,AI-ML,Logical,4,4,No,Math,AI/ML Engineer Trainee
S0767,18,Female,84.21,85.82,79,71,92,88,97,70,73,54,4,10,1,4,4,1,Creative,Web,Creative,4,1,No,Web,UI/UX Designer
S0315,18,Male,78.67,82.02,62,96,67,80,61,70,96,93,9,2,3,5,1,6,Technical,Web,Logical,3,5,Yes,Python,Junior Web Developer
S0981,18,Female,90.24,83.3,79,100,83,90,72,38,85,76,5,3,3,1,3,8,Technical,Cloud,Logical,1,1,No,DBMS,Junior DevOps Engineer
