age,tenth_percentage,twelfth_or_diploma_percentage,math_score,programming_score,communication_score,logical_reasoning_score,creativity_score,leadership_score,teamwork_score,problem_solving_score,coding_interest,design_interest,data_interest,business_interest,security_interest,cloud_interest,certifications_count,project_count,gender_Female,gender_Male,gender_Other,preferred_work_type_Analytical,preferred_work_type_Creative,preferred_work_type_Management,preferred_work_type_Technical,preferred_domain_AI-ML,preferred_domain_Cloud,preferred_domain_Data,preferred_domain_Security,preferred_domain_Web,personality_type_Analytical,personality_type_Creative,personality_type_Leader,personality_type_Logical,internship_experience_No,internship_experience_Yes,favorite_subject_DBMS,favorite_subject_Math,favorite_subject_Python,favorite_subject_Statistics,favorite_subject_Web
20,85.56,94.98,95,81,65,93,35,47,87,94,1,4,1,4,1,10,5,4,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
18,84.61,59.94,84,73,94,56,61,54,59,93,8,5,4,1,6,6,4,2,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False
19,90.35,73.33,67,87,61,73,64,75,84,99,8,5,1,4,6,5,2,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
18,77.28,78.27,50,45,67,48,43,73,64,78,2,4,1,3,7,2,3,4,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
21,62.48,96.38,100,81,48,92,93,84,53,100,5,3,6,5,1,3,3,6,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
20,80.57,79.86,84,74,77,85,35,70,48,93,4,7,10,1,4,3,0,5,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False
23,81.88,72.32,89,100,63,97,69,41,69,81,7,1,2,2,2,1,4,2,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
20,75.11,73.34,61,69,72,95,56,51,69,75,9,6,6,2,1,5,1,2,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
20,66.11,85.47,82,77,46,75,39,57,99,98,7,6,4,2,4,3,3,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
21,85.2,85.24,77,48,65,70,59,36,71,88,5,2,10,6,6,6,2,2,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
19,81.61,65.23,67,100,80,73,35,41,70,99,10,6,3,1,7,1,0,4,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
18,74.01,64.32,67,46,84,78,83,85,66,65,4,4,10,10,4,1,2,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False
22,75.86,70.11,88,96,55,99,53,32,97,91,9,6,6,5,1,3,0,0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
19,64.45,75.2,76,91,49,88,93,47,79,80,10,6,4,5,4,2,4,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
19,69.08,83.86,83,85,47,95,35,58,57,82,10,5,4,1,2,4,1,4,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
20,92.8,81.97,86,94,92,88,71,67,66,88,1,3,5,1,2,10,4,5,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
21,87.74,70.87,100,72,59,94,43,38,76,78,10,3,1,4,1,1,2,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
20,79.83,71.73,100,74,86,83,60,60,82,70,9,1,2,1,4,5,1,3,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
21,66.8,87.34,77,95,87,84,49,67,67,94,8,2,1,1,2,5,1,4,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False
19,83.6,81.75,93,96,54,72,46,77,99,80,9,6,1,6,3,5,1,5,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True
19,78.82,99.0,100,82,84,100,75,80,65,82,3,6,10,3,2,1,0,1,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
20,88.59,85.55,84,82,92,74,77,39,69,88,10,5,4,7,2,4,1,4,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
20,85.04,84.41,83,91,81,88,64,66,56,95,1,6,4,1,3,10,5,4,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
18,80.31,83.41,66,51,90,62,97,56,89,45,1,10,4,4,5,5,1,3,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
19,86.18,63.98,82,85,75,95,57,38,98,87,7,5,2,4,2,4,2,1,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
19,71.08,69.7,100,73,39,100,52,63,74,85,1,1,6,5,1,10,2,4,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
22,85.27,79.93,99,64,60,68,55,72,88,89,2,2,8,1,2,3,3,3,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False
21,98.31,71.12,67,90,52,88,47,49,64,89,2,1,10,5,5,4,2,4,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
20,91.26,75.58,96,41,85,88,62,55,99,76,7,4,10,6,5,3,2,6,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
18,79.53,72.39,96,70,93,73,53,70,94,98,9,3,2,5,3,6,1,3,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
21,83.28,77.39,73,67,45,58,74,41,57,89,4,5,7,3,2,2,1,8,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False
21,81.0,83.78,95,82,86,88,78,66,83,62,3,4,10,5,5,2,1,4,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False
19,83.23,80.18,69,77,71,67,45,35,62,76,9,1,7,4,3,4,6,3,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
24,92.43,90.53,75,84,92,83,60,53,94,100,8,2,3,6,6,3,5,3,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
18,71.41,80.41,71,91,44,75,67,64,85,70,10,4,1,4,4,1,1,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
18,68.14,99.0,72,100,82,73,35,60,72,75,10,5,1,3,4,2,2,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
23,79.61,83.06,89,60,48,66,45,71,62,93,2,3,10,3,1,4,0,4,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
18,87.37,57.16,72,96,77,78,51,45,76,100,6,1,4,6,4,1,6,4,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
19,62.51,73.36,75,99,49,71,70,33,76,100,5,2,7,3,2,1,1,4,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False
19,82.83,75.57,76,76,91,78,54,76,61,75,7,2,4,1,6,6,2,4,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
19,80.43,99.0,73,88,57,78,40,72,65,85,10,7,3,1,4,1,5,3,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False
21,77.78,72.07,73,64,85,81,71,35,94,86,8,6,4,5,2,7,3,4,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
19,72.07,71.98,67,98,42,72,42,72,53,78,10,2,8,3,6,1,0,4,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
17,74.11,63.19,90,96,74,97,74,67,78,100,1,3,6,7,2,4,5,2,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
17,84.39,76.5,86,72,57,81,50,62,88,80,5,2,6,4,5,10,3,3,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
20,98.47,94.08,89,63,55,78,100,62,69,54,1,10,4,2,6,3,2,7,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
22,69.89,76.9,53,67,95,65,35,36,71,77,5,6,7,1,1,5,3,6,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
18,84.1,91.75,92,97,86,94,61,38,94,72,10,5,2,1,5,5,4,2,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
21,89.44,74.44,86,96,87,75,52,54,55,100,9,4,8,5,2,1,1,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
21,82.15,74.83,100,84,48,90,41,35,62,84,9,5,3,3,1,2,2,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
17,95.09,81.66,74,79,88,81,74,68,52,71,7,3,6,2,5,2,1,3,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
20,82.69,81.41,88,100,73,87,71,47,73,98,6,3,7,4,2,7,2,6,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
20,77.76,68.53,57,49,97,68,47,65,48,100,8,8,4,2,8,4,0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
20,62.15,60.77,45,72,62,82,91,76,53,65,5,7,3,1,6,5,1,3,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
20,90.41,84.41,75,89,57,73,37,40,53,79,4,3,5,1,1,8,1,3,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
20,68.29,82.23,89,86,40,84,71,44,99,87,10,1,6,6,5,6,3,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
18,76.33,80.71,72,76,87,76,61,58,97,86,6,4,6,6,7,2,2,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False
19,92.75,78.81,90,81,54,89,52,61,79,86,1,2,6,1,3,7,4,1,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
19,79.85,72.08,58,65,92,66,52,45,67,99,3,3,5,6,1,1,4,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False
19,72.06,79.66,88,92,96,81,69,66,74,72,3,7,8,3,6,8,0,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
17,72.05,65.17,55,54,47,55,71,60,82,64,4,8,8,6,2,6,2,5,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
18,84.86,75.64,80,86,92,83,38,53,78,85,8,3,2,4,2,4,1,3,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
19,75.75,72.77,70,86,53,77,56,76,52,74,4,1,2,7,10,5,2,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
17,73.54,69.28,58,45,70,67,78,62,70,81,5,10,1,4,5,2,2,2,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
17,93.11,64.84,64,92,48,83,55,84,81,81,10,1,3,4,1,1,1,7,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
20,80.33,83.23,99,90,43,78,36,60,92,77,10,7,2,2,4,2,1,4,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
17,85.66,90.08,58,49,52,42,65,52,52,79,1,6,6,5,4,2,3,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
20,78.97,76.92,100,47,47,76,71,73,100,77,5,5,10,4,1,1,4,5,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
18,79.8,75.64,96,77,93,100,41,54,69,98,9,5,5,1,5,4,0,2,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
20,87.26,80.84,47,64,73,65,35,89,97,78,4,3,2,10,6,3,0,5,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False
17,85.47,92.53,79,83,84,86,96,80,49,76,1,10,7,4,2,7,3,4,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
18,89.85,70.31,45,62,83,77,78,67,82,51,1,5,5,10,3,3,1,4,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False
18,65.34,77.9,56,71,80,72,100,39,83,66,4,10,1,1,6,1,1,5,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
20,71.62,84.4,88,65,47,80,57,70,63,100,4,5,2,4,6,10,3,3,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False
19,85.64,70.1,91,95,79,68,79,47,88,82,9,3,4,7,2,1,5,6,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False
19,88.1,63.66,74,90,65,76,46,42,56,98,6,3,1,1,5,3,3,2,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False
19,66.29,89.16,95,97,67,68,79,71,90,89,4,6,10,5,3,6,1,1,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False
17,86.53,81.14,44,52,66,49,86,35,79,64,5,2,5,6,4,4,1,1,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
23,79.91,77.29,68,50,74,61,64,90,88,76,6,6,10,10,2,4,0,4,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False
17,61.34,88.86,88,81,48,84,78,47,55,77,3,7,9,7,1,5,1,2,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
22,70.02,79.33,69,69,61,61,85,57,87,71,4,5,2,6,1,3,4,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
17,84.8,74.34,90,70,79,100,67,41,100,64,3,7,3,8,1,10,2,3,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
18,90.97,70.61,84,80,64,100,77,53,87,95,3,4,9,6,5,4,2,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False
20,94.54,92.11,97,97,63,84,62,44,78,94,9,5,5,6,5,3,1,2,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False
21,70.55,83.73,96,88,74,90,48,53,55,83,2,1,10,2,2,2,2,0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
23,79.82,65.57,68,68,70,57,40,71,81,74,5,6,4,9,4,2,4,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
21,90.75,55.79,61,75,86,82,69,66,86,95,6,2,6,2,8,10,3,0,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
18,66.41,78.18,93,84,68,78,48,45,77,76,1,3,5,4,3,10,2,5,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
21,83.5,73.23,61,78,56,75,85,57,84,95,2,4,8,3,3,1,4,2,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
24,77.19,90.9,81,72,100,100,35,51,53,68,3,1,7,4,3,6,1,5,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
20,75.08,84.51,75,92,84,78,68,56,84,72,6,4,2,6,6,1,4,1,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
20,98.44,73.64,68,99,59,90,80,37,72,72,2,5,3,7,10,1,5,3,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
18,93.69,73.22,71,59,47,46,67,35,92,82,4,1,6,7,2,10,2,1,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
23,83.56,93.77,100,88,74,95,51,57,50,83,10,3,4,5,8,3,0,0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
21,80.92,73.34,61,95,80,88,60,84,60,74,8,2,5,1,2,2,0,6,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
19,74.57,68.78,66,68,51,85,76,48,89,72,3,5,9,2,3,5,3,2,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False
20,80.08,94.18,98,69,64,85,55,42,67,100,6,4,10,1,5,1,0,7,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
22,77.25,73.45,83,100,91,95,69,36,66,84,10,3,3,1,5,4,1,3,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
21,69.07,67.96,44,51,53,49,100,44,77,93,5,10,6,4,4,7,2,4,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False
21,74.69,90.85,76,96,71,100,37,40,74,98,1,3,10,7,5,3,1,0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
21,65.42,96.09,71,63,85,100,51,41,98,94,4,4,4,4,10,2,2,1,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False
20,86.33,64.37,70,67,54,97,61,37,98,83,9,1,2,3,5,3,1,6,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
18,66.87,78.27,72,58,80,49,42,49,89,100,3,2,8,5,4,1,0,5,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False
20,83.65,72.58,79,66,95,57,83,35,84,71,6,5,9,6,5,4,1,10,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False
20,84.87,78.33,73,84,81,83,73,45,77,95,2,1,1,6,10,4,3,5,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False
19,72.03,57.3,83,100,80,90,62,35,71,70,10,3,5,8,3,1,3,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
19,80.27,68.94,92,87,56,88,46,67,74,93,10,1,2,5,7,1,4,4,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
17,97.11,71.81,92,95,49,86,67,38,48,84,6,2,5,4,5,3,5,0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
19,79.86,76.74,45,45,60,48,42,77,55,67,2,2,1,1,7,2,3,3,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
22,63.49,63.05,90,69,56,71,80,80,63,95,3,3,1,5,3,8,4,5,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False
17,87.11,97.22,88,73,87,71,70,51,96,84,1,2,5,4,3,10,1,1,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
19,75.76,65.59,63,56,67,89,90,56,78,82,7,10,2,1,1,3,3,2,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
20,63.77,76.43,73,66,94,86,74,75,97,79,6,5,5,9,6,1,2,2,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False
20,74.65,69.95,89,97,89,90,62,35,78,94,10,1,2,1,5,4,4,2,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
17,83.52,90.71,59,85,79,75,61,35,57,74,9,1,6,3,3,4,2,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
18,66.05,79.78,69,47,65,68,85,81,86,93,2,2,3,4,3,4,1,4,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
17,83.87,62.1,100,74,71,93,54,67,95,81,10,4,5,3,4,1,0,2,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
24,73.07,75.39,58,57,98,88,72,63,95,90,2,1,10,5,8,1,1,5,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
25,95.49,74.48,67,87,78,88,56,78,76,82,1,5,3,4,5,10,1,5,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
19,68.79,88.77,100,74,50,86,80,41,90,92,10,1,7,4,5,5,1,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
18,80.2,86.29,49,62,79,66,41,65,70,99,9,6,1,2,3,5,6,5,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
21,85.16,76.77,50,60,81,55,41,42,100,70,1,6,5,4,1,5,0,1,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
18,69.2,60.69,88,98,74,80,80,63,64,95,3,4,2,3,9,4,2,1,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False
19,79.8,68.62,53,51,75,68,100,40,87,52,3,10,6,3,5,2,4,4,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
18,89.41,68.88,63,87,48,91,61,77,77,81,8,3,3,3,1,3,1,5,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
21,84.52,79.93,80,54,86,85,97,35,92,64,4,9,4,7,5,1,1,4,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
22,79.8,87.72,42,43,65,69,100,55,70,86,3,10,2,6,6,7,2,2,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
17,70.6,73.5,56,39,79,62,59,73,94,67,4,1,9,1,1,6,1,3,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
18,75.92,77.4,100,82,91,87,53,65,96,78,2,4,1,2,10,2,4,3,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
19,89.22,71.9,81,86,92,81,44,68,97,87,9,1,4,4,7,3,1,3,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
20,82.97,58.98,76,86,79,84,68,68,84,71,10,3,4,7,2,5,3,3,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
20,94.7,85.25,69,81,50,75,40,35,58,82,3,2,7,3,3,10,0,4,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
20,70.77,92.48,60,48,62,62,100,83,86,63,6,8,7,8,3,4,1,0,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
17,86.45,63.32,95,71,96,66,35,61,52,94,2,6,10,5,2,5,3,5,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False
21,86.51,62.32,49,59,72,54,91,53,90,73,6,1,2,6,6,1,2,1,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False
18,81.27,83.71,96,87,51,100,53,44,63,100,4,1,5,6,3,10,2,0,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
19,80.54,80.56,73,87,76,97,55,68,81,86,10,3,1,1,2,5,2,3,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
17,84.57,78.48,85,98,90,100,50,35,74,78,2,5,7,4,10,6,2,5,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
19,76.04,59.73,62,84,69,64,48,82,81,90,9,5,1,3,5,8,1,3,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
18,78.92,73.52,70,98,70,92,40,50,54,73,10,3,5,2,5,3,1,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
21,88.78,85.28,86,95,67,63,54,37,70,94,7,2,2,3,6,2,0,1,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
21,92.77,73.64,97,68,69,91,57,66,80,85,1,4,1,1,4,10,0,4,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
19,84.27,58.07,55,60,66,51,88,63,100,67,2,3,4,6,1,4,0,6,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False
19,85.74,97.09,82,83,52,94,35,30,51,96,3,6,4,4,5,10,4,1,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False
21,76.19,78.35,58,47,85,89,52,93,71,90,1,5,3,9,1,3,1,4,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False
20,80.28,99.0,66,60,55,57,100,58,68,59,6,10,3,4,4,1,1,3,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False
19,63.5,83.75,60,74,47,72,50,33,60,86,9,6,4,5,3,3,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
17,95.71,78.47,80,83,82,75,41,46,43,79,1,2,8,3,3,4,3,1,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
21,83.28,94.3,77,78,83,80,51,40,72,80,9,1,2,1,2,2,1,4,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
24,75.19,50.72,83,49,95,68,35,63,51,86,5,4,9,2,6,2,2,3,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
20,80.61,87.59,53,64,79,40,55,45,98,72,5,2,1,4,1,6,2,5,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
19,87.67,72.68,66,84,49,88,54,39,98,89,7,1,2,2,5,2,3,4,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
23,79.53,87.74,69,85,57,79,57,35,70,91,10,4,6,1,5,7,2,5,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
17,73.62,60.37,94,71,73,76,71,74,93,92,4,3,2,2,6,10,0,4,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
21,72.69,82.75,95,66,69,71,54,49,96,88,8,4,6,3,6,1,1,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
