student_id,age,gender,tenth_percentage,twelfth_or_diploma_percentage,math_score,programming_score,communication_score,logical_reasoning_score,creativity_score,leadership_score,teamwork_score,problem_solving_score,coding_interest,design_interest,data_interest,business_interest,security_interest,cloud_interest,preferred_work_type,preferred_domain,personality_type,certifications_count,project_count,internship_experience,favorite_subject,career_label
S2325,20,Female,74.44,82.26,98,79,86,67,35,58,69,75,2,3,3,4,10,2,Technical,Security,Logical,1,4,No,DBMS,Security Analyst Trainee
S2326,19,Female,70.18,69.04,97,72,64,86,84,73,62,66,10,3,1,5,1,1,Technical,Web,Analytical,1,0,No,Python,Quality Assurance Tester
S2327,20,Female,72.29,82.41,100,79,63,76,73,56,54,80,4,1,9,1,1,5,Analytical,AI-ML,Analytical,0,10,Yes,Math,Junior Data Scientist
S2328,17,Male,99.0,86.65,100,98,75,90,63,47,58,80,3,1,6,2,5,2,Technical,AI-ML,Logical,0,1,No,Python,AI/ML Engineer Trainee
S2329,20,Male,71.18,96.64,91,78,83,79,50,41,60,89,3,1,10,3,6,2,Technical,Data,Logical,1,6,Yes,DBMS,Database Administrator
S2330,17,Male,73.13,87.06,61,35,41,66,78,40,100,74,7,1,10,3,1,6,Analytical,Data,Analytical,1,4,No,DBMS,Associate Data Analyst
S2331,17,Female,57.0,95.27,74,87,98,91,45,65,69,100,10,1,5,6,6,5,Technical,Web,Logical,1,1,No,Python,Backend Developer
S2332,20,Female,80.5,75.67,45,81,65,62,94,49,66,88,6,10,4,1,2,1,Creative,Web,Creative,1,5,Yes,Web,Frontend Developer
S2333,17,Female,69.25,66.2,73,82,91,91,59,35,85,78,5,3,2,2,4,9,Technical,Cloud,Logical,1,4,Yes,DBMS,Cloud Operations Engineer
S2334,20,Male,77.29,59.42,82,76,52,87,66,50,56,85,10,8,3,2,6,3,Technical,Web,Logical,3,5,Yes,Python,Full Stack Developer
S2335,20,Male,81.8,81.12,73,61,97,78,94,74,76,77,1,8,7,1,5,1,Creative,Web,Creative,1,8,Yes,Web,UI/UX Designer
S2336,23,Female,82.53,74.39,62,84,77,93,56,84,65,81,10,3,5,1,3,2,Technical,Web,Logical,0,4,Yes,Python,Junior Web Developer
S2337,21,Female,82.85,88.56,66,65,62,69,70,49,86,100,2,3,10,6,4,5,Analytical,AI-ML,Analytical,2,5,Yes,Math,Junior Data Scientist
S2338,21,Male,80.44,84.98,58,100,74,100,41,60,83,76,10,6,1,3,6,5,Technical,Web,Logical,1,8,Yes,Web,Full Stack Developer
S2339,20,Male,81.46,68.27,51,44,82,62,91,37,47,72,3,10,7,3,3,5,Creative,Web,Creative,1,4,Yes,Web,Frontend Developer
S2340,20,Male,76.12,76.49,88,73,38,59,100,62,100,61,4,10,2,2,1,7,Creative,Web,Creative,3,4,No,Web,Frontend Developer
S2341,23,Male,83.73,86.93,79,58,66,80,100,38,71,63,4,10,4,1,1,1,Creative,Web,Creative,0,1,Yes,Web,UI/UX Designer
S2342,17,Male,74.99,57.39,54,38,71,55,74,70,65,72,1,6,4,2,3,7,Technical,Cloud,Logical,4,3,No,Web,Cloud Operations Engineer
S2343,22,Female,78.66,75.92,61,45,66,60,62,76,92,69,7,5,10,8,3,3,Management,Data,Leader,0,2,Yes,DBMS,Junior Business Analyst
S2344,20,Female,67.87,89.44,93,74,67,79,78,43,96,80,4,3,10,4,4,3,Analytical,Data,Analytical,5,2,No,DBMS,Associate Data Analyst
S2345,20,Female,73.88,68.44,84,83,62,74,76,35,57,100,3,7,3,5,10,7,Technical,Security,Logical,1,6,Yes,DBMS,Security Analyst Trainee
S2346,20,Male,79.91,91.31,95,96,59,84,65,46,90,80,9,3,2,8,4,2,Technical,Web,Logical,2,6,Yes,Python,Backend Developer
S2347,22,Female,80.56,79.3,59,53,90,48,43,75,89,69,3,3,9,8,5,2,Management,Data,Leader,5,6,Yes,DBMS,Junior Business Analyst
S2348,22,Female,74.11,90.7,94,85,78,100,70,55,44,99,8,4,4,8,7,3,Technical,AI-ML,Logical,0,1,No,Python,Junior ML Engineer
S2349,19,Other,80.25,64.15,93,95,45,100,47,64,83,64,3,5,8,3,4,5,Technical,AI-ML,Logical,3,6,No,Python,AI/ML Engineer Trainee
S2350,17,Female,74.18,74.07,74,97,71,93,84,35,69,94,10,6,2,4,2,2,Technical,Web,Logical,2,4,Yes,Web,Full Stack Developer
S2351,21,Female,80.01,78.73,58,72,62,55,100,70,61,64,2,10,4,2,5,7,Creative,Web,Creative,4,4,No,Web,Frontend Developer
S2352,20,Other,83.89,86.75,62,72,77,73,88,60,87,69,3,10,7,6,8,1,Creative,Web,Creative,2,5,Yes,Web,UI/UX Designer
S2353,18,Male,72.83,72.06,75,72,64,82,76,44,77,83,7,1,10,7,5,4,Analytical,AI-ML,Analytical,1,4,Yes,Math,Junior Data Scientist
S2354,21,Male,78.52,78.95,64,100,51,82,73,86,58,89,10,1,4,4,3,4,Technical,Web,Logical,2,3,No,Web,Junior Web Developer
S2355,22,Female,79.2,71.33,88,89,82,81,67,54,68,75,3,4,2,5,5,10,Technical,Cloud,Logical,5,7,Yes,Python,Junior DevOps Engineer
S2356,19,Female,82.44,71.95,53,72,58,58,100,48,62,83,4,7,8,5,4,1,Creative,Web,Creative,2,5,Yes,Web,Frontend Developer
S2357,19,Male,74.63,91.79,78,73,51,79,72,44,66,80,8,3,8,1,1,7,Technical,Web,Analytical,0,2,No,Python,Quality Assurance Tester
S2358,20,Female,79.27,77.27,60,81,67,98,58,45,51,84,10,5,2,5,2,4,Technical,Web,Logical,3,5,Yes,Python,Full Stack Developer
S2359,18,Female,81.09,87.9,58,58,83,70,68,72,94,76,1,7,9,5,4,2,Analytical,Web,Analytical,2,1,No,Python,Associate Data Analyst
S2360,18,Female,75.49,88.22,100,80,56,92,35,54,86,90,8,7,6,5,2,6,Technical,AI-ML,Logical,2,5,No,Python,Junior ML Engineer
S2361,21,Female,66.24,78.78,79,97,81,94,65,57,72,95,10,8,4,5,3,1,Technical,Web,Logical,2,0,No,Python,Backend Developer
S2362,22,Female,78.21,66.84,90,100,61,100,50,35,100,98,9,8,5,3,1,2,Technical,AI-ML,Logical,1,2,No,Math,Junior ML Engineer
S2363,20,Female,91.36,64.16,97,74,86,89,49,59,65,71,6,1,10,4,6,2,Technical,Data,Logical,2,5,No,DBMS,Database Administrator
S2364,19,Female,80.48,82.35,91,100,86,75,38,71,73,94,9,5,8,2,1,5,Technical,Web,Logical,1,7,Yes,Python,Junior Web Developer
S2365,20,Female,84.39,78.01,82,71,72,88,72,65,81,89,1,3,1,2,3,10,Technical,Cloud,Logical,1,3,No,Python,Cloud Operations Engineer
S2366,20,Female,76.61,93.91,70,74,44,81,48,35,70,73,10,4,1,4,4,2,Technical,Web,Logical,2,0,Yes,DBMS,Backend Developer
S2367,25,Female,70.42,73.19,82,85,85,100,60,35,93,82,3,6,6,5,1,5,Technical,AI-ML,Logical,2,3,No,Python,AI/ML Engineer Trainee
S2368,18,Female,78.74,88.38,59,71,88,71,100,62,66,87,3,10,5,1,1,1,Creative,Web,Creative,4,4,No,Web,UI/UX Designer
S2369,20,Female,82.53,69.93,62,49,40,55,74,63,63,86,1,8,5,2,2,10,Technical,Cloud,Logical,4,0,No,Python,Junior DevOps Engineer
S2370,23,Male,80.07,85.96,74,65,80,80,100,68,93,63,4,10,3,6,4,3,Creative,Web,Creative,1,1,No,Web,Frontend Developer
S2371,17,Male,98.55,83.97,87,79,66,91,65,84,85,99,2,1,2,1,10,4,Technical,Security,Logical,5,1,No,DBMS,Security Analyst Trainee
S2372,20,Female,84.27,62.13,73,75,43,79,89,56,100,89,10,3,2,2,3,7,Technical,Web,Logical,4,4,No,Python,Backend Developer
S2373,18,Female,69.35,84.88,82,43,89,62,74,35,76,98,5,1,10,3,1,2,Analytical,Data,Analytical,0,3,No,DBMS,Associate Data Analyst
S2374,21,Other,59.85,79.44,42,70,91,43,74,36,78,80,7,3,1,6,7,6,Technical,Web,Logical,2,4,No,Statistics,Backend Developer
S2375,18,Female,77.33,81.56,65,61,70,77,83,73,92,66,6,1,10,3,1,2,Analytical,Data,Analytical,1,3,Yes,Statistics,Associate Data Analyst
S2376,19,Female,69.79,74.8,97,68,84,78,45,37,86,99,3,2,10,1,1,1,Analytical,Data,Analytical,1,5,Yes,DBMS,Associate Data Analyst
S2377,21,Male,81.93,81.34,68,80,89,86,79,56,77,97,6,1,6,2,6,7,Technical,Web,Analytical,3,2,No,Python,Quality Assurance Tester
S2378,17,Male,75.06,70.84,70,95,65,70,41,35,95,88,6,3,3,1,4,10,Technical,Cloud,Logical,2,6,No,DBMS,Cloud Operations Engineer
S2379,20,Female,81.52,89.83,74,98,71,94,35,51,70,79,1,2,10,5,2,3,Technical,Data,Logical,0,2,No,DBMS,Database Administrator
S2380,18,Male,70.95,73.58,72,58,83,41,38,50,86,100,5,2,5,8,4,2,Technical,Security,Logical,1,3,Yes,Math,Database Administrator
S2381,19,Male,66.81,86.73,55,44,87,36,93,55,74,65,4,8,1,3,6,2,Creative,Web,Creative,4,5,No,DBMS,UI/UX Designer
S2382,17,Male,78.55,76.03,100,71,96,73,49,73,93,95,9,5,2,6,3,8,Technical,AI-ML,Logical,0,3,Yes,Python,Junior ML Engineer
S2383,21,Female,65.92,84.58,61,73,80,56,74,80,74,80,6,6,6,10,5,1,Management,Data,Leader,3,1,No,DBMS,Junior Business Analyst
S2384,22,Other,66.51,86.55,84,97,72,75,77,61,56,71,1,5,1,7,4,10,Technical,Cloud,Logical,1,5,No,Python,Cloud Operations Engineer
S2385,19,Female,75.45,64.62,59,82,92,94,60,38,92,75,7,6,1,1,2,9,Technical,Cloud,Logical,1,5,Yes,DBMS,Cloud Operations Engineer
S2386,21,Female,70.41,66.31,96,72,68,80,89,63,46,69,7,5,3,4,1,3,Technical,Web,Analytical,0,3,No,Python,Quality Assurance Tester
S2387,22,Female,70.81,88.96,93,73,44,79,66,72,71,99,2,6,1,4,5,9,Technical,Cloud,Logical,4,4,Yes,DBMS,Junior DevOps Engineer
S2388,23,Male,68.89,77.37,37,67,84,65,39,42,67,81,4,5,5,1,1,6,Analytical,AI-ML,Analytical,2,5,Yes,Web,Associate Data Analyst
S2389,20,Male,61.65,72.24,77,100,41,78,77,35,83,100,3,1,8,1,4,2,Technical,Data,Logical,1,3,No,DBMS,Database Administrator
S2390,18,Female,78.81,78.03,67,68,91,73,68,80,89,94,4,4,3,6,1,4,Management,Data,Leader,2,3,No,Statistics,Junior Business Analyst
S2391,20,Female,81.08,79.32,82,74,84,79,76,79,62,89,7,2,2,1,6,1,Technical,Web,Analytical,0,1,No,Web,Quality Assurance Tester
S2392,20,Female,84.37,75.74,60,85,89,64,75,45,78,71,1,8,10,3,1,1,Technical,Data,Logical,2,2,No,DBMS,Database Administrator
S2393,24,Male,79.48,74.74,77,71,74,70,96,60,56,56,1,10,1,5,1,3,Creative,Web,Creative,2,3,No,Web,Frontend Developer
S2394,20,Male,71.23,74.06,61,78,52,64,93,63,94,81,2,10,4,1,3,3,Creative,Web,Creative,0,6,Yes,Web,Frontend Developer
S2395,20,Male,78.37,77.31,57,67,91,62,47,42,99,71,4,6,5,2,1,5,Analytical,Data,Analytical,0,3,No,Python,Associate Data Analyst
S2396,21,Female,64.87,91.88,100,78,52,79,86,82,56,100,6,3,9,6,1,4,Analytical,AI-ML,Analytical,2,5,No,Math,Junior Data Scientist
S2397,19,Female,89.78,83.85,53,63,77,66,35,97,92,73,5,4,4,10,8,2,Management,Data,Leader,0,5,Yes,Statistics,Junior Business Analyst
S2398,17,Male,78.11,64.98,88,100,82,100,80,70,74,100,4,6,5,6,1,4,Technical,AI-ML,Logical,3,3,No,Python,AI/ML Engineer Trainee
S2399,18,Female,80.28,74.22,91,88,55,82,65,36,63,72,6,6,4,4,2,5,Technical,AI-ML,Logical,1,3,No,Python,Junior ML Engineer
S2400,17,Female,86.25,84.01,61,64,87,63,81,59,86,75,4,7,7,6,5,5,Analytical,Web,Analytical,0,3,No,Python,Associate Data Analyst
S2401,18,Male,83.13,89.17,93,100,51,77,51,75,87,92,10,2,4,7,3,6,Technical,Web,Logical,4,7,Yes,Python,Backend Developer
S2402,19,Male,79.2,82.14,46,67,67,60,43,59,74,91,7,5,1,2,4,5,Technical,Web,Logical,7,2,No,Python,Backend Developer
S2403,17,Male,66.81,86.66,79,83,49,84,74,35,55,75,2,6,6,8,2,6,Technical,AI-ML,Logical,0,1,No,Python,AI/ML Engineer Trainee
S2404,19,Male,82.23,68.49,70,86,62,97,39,56,73,99,4,7,4,4,10,3,Technical,Security,Logical,3,1,No,DBMS,Security Analyst Trainee
S2405,23,Female,79.65,71.67,57,54,90,89,75,57,95,100,2,1,8,5,8,3,Analytical,Data,Analytical,1,5,No,Statistics,Associate Data Analyst
S2406,20,Male,86.32,81.61,85,79,74,89,53,45,63,79,3,1,6,1,4,10,Technical,Cloud,Logical,0,1,No,DBMS,Cloud Operations Engineer
S2407,17,Male,86.43,84.09,100,91,60,66,39,36,88,93,10,4,2,7,3,1,Technical,Web,Logical,4,3,No,Python,Junior Web Developer
S2408,20,Male,81.13,81.02,49,66,76,59,35,71,70,100,5,2,1,4,1,3,Technical,Web,Logical,6,4,No,Python,Backend Developer
S2409,19,Female,76.63,85.44,81,63,72,88,44,59,93,87,3,2,9,1,5,5,Technical,Data,Logical,4,5,Yes,DBMS,Database Administrator
S2410,19,Female,90.3,81.59,83,82,63,86,72,64,91,90,5,7,4,5,1,10,Technical,Cloud,Logical,6,4,No,Python,Junior DevOps Engineer
S2411,20,Male,81.08,73.76,85,67,76,68,71,72,80,95,1,1,10,1,2,6,Analytical,Data,Analytical,2,3,No,Statistics,Associate Data Analyst
S2412,20,Female,82.13,59.67,75,53,48,61,83,52,78,71,1,2,10,5,3,7,Analytical,Data,Analytical,0,3,No,Statistics,Associate Data Analyst
S2413,21,Male,76.25,81.76,83,100,61,94,69,42,78,95,1,6,10,2,3,7,Technical,AI-ML,Logical,0,3,No,Math,AI/ML Engineer Trainee
S2414,19,Male,63.3,88.33,90,76,89,65,62,72,97,96,10,2,1,6,3,8,Technical,Web,Logical,2,4,No,Web,Full Stack Developer
S2415,19,Male,81.99,68.92,64,78,59,73,90,57,75,75,1,10,1,5,2,3,Creative,Web,Creative,0,1,No,Web,Frontend Developer
S2416,19,Female,79.98,82.05,75,53,54,82,59,50,89,100,2,1,10,3,8,2,Analytical,AI-ML,Analytical,0,3,No,Python,Junior Data Scientist
S2417,19,Female,79.38,68.85,65,86,51,77,36,71,43,75,6,8,3,2,3,5,Technical,Web,Analytical,3,6,No,Web,Quality Assurance Tester
S2418,18,Male,78.23,87.95,80,85,69,67,56,81,59,74,4,2,5,3,5,8,Technical,Cloud,Logical,0,2,No,Python,Cloud Operations Engineer
S2419,20,Female,74.18,72.61,80,100,54,84,55,35,74,66,4,1,6,8,8,10,Technical,Cloud,Logical,4,4,No,Python,Junior DevOps Engineer
S2420,17,Male,87.05,84.76,73,76,66,67,61,71,64,70,6,2,4,3,3,10,Technical,Cloud,Logical,0,0,No,Python,Cloud Operations Engineer
S2421,18,Male,82.37,73.9,100,88,96,96,39,57,69,99,10,5,7,1,4,3,Technical,Web,Logical,0,3,No,Python,Junior Web Developer
S2422,22,Male,81.01,65.31,90,94,67,68,58,69,76,72,10,4,4,4,5,6,Technical,Web,Analytical,2,3,No,Python,Quality Assurance Tester
S2423,19,Female,80.29,80.66,61,65,53,46,42,60,53,69,4,6,5,1,2,5,Analytical,Data,Analytical,3,5,Yes,DBMS,Associate Data Analyst
S2424,19,Male,91.32,90.85,100,100,61,77,63,44,84,90,7,4,4,7,7,4,Technical,Web,Analytical,0,1,No,Python,Quality Assurance Tester
S2425,18,Female,68.91,73.68,55,49,80,61,53,78,100,71,3,1,10,4,4,7,Management,AI-ML,Leader,2,1,No,Python,Junior Business Analyst
S2426,19,Female,79.44,62.31,55,79,72,71,48,72,80,97,10,2,2,5,7,5,Technical,Web,Logical,1,4,No,DBMS,Backend Developer
S2427,18,Male,82.91,67.81,85,99,57,97,88,54,89,92,8,4,5,3,8,5,Technical,Web,Logical,4,1,No,Python,Backend Developer
S2428,18,Male,78.34,92.84,99,89,51,89,61,51,60,73,1,8,9,6,4,6,Technical,AI-ML,Logical,2,2,No,Python,AI/ML Engineer Trainee
S2429,20,Female,94.2,60.69,88,78,85,68,80,61,69,84,2,1,10,5,1,1,Analytical,Data,Analytical,2,2,No,DBMS,Associate Data Analyst
S2430,17,Male,99.0,89.31,100,99,74,76,70,60,63,84,3,3,9,4,6,1,Technical,AI-ML,Logical,0,0,No,Python,AI/ML Engineer Trainee
S2431,20,Male,82.97,60.22,98,82,51,93,82,35,63,96,2,2,10,3,4,6,Technical,Data,Logical,4,3,No,DBMS,Database Administrator
S2432,22,Male,80.92,80.11,63,95,64,58,75,43,64,77,10,2,1,8,1,1,Technical,Web,Analytical,0,3,No,Python,Quality Assurance Tester
S2433,20,Female,88.12,69.75,65,93,51,89,50,46,100,90,10,3,2,2,3,4,Technical,Web,Logical,2,6,No,Web,Junior Web Developer
S2434,20,Female,74.87,60.28,100,74,53,91,62,59,63,88,6,5,6,4,7,6,Technical,AI-ML,Logical,0,3,No,Math,AI/ML Engineer Trainee
S2435,23,Female,72.85,71.32,89,83,40,82,44,73,64,94,10,5,4,5,6,4,Technical,Web,Logical,1,4,Yes,DBMS,Full Stack Developer
S2436,19,Female,73.17,82.86,100,91,43,95,80,54,57,85,8,3,3,5,1,5,Technical,AI-ML,Logical,1,3,No,Python,Junior ML Engineer
S2437,20,Female,81.84,79.97,57,55,52,48,48,75,70,79,3,5,5,4,6,7,Technical,AI-ML,Logical,3,8,Yes,Python,Database Administrator
S2438,17,Male,78.9,69.52,98,72,60,83,60,51,75,93,7,1,3,5,5,2,Technical,AI-ML,Logical,0,2,No,Math,Junior ML Engineer
S2439,22,Male,87.71,64.13,57,40,96,84,55,35,77,69,1,5,10,5,3,2,Analytical,AI-ML,Analytical,1,9,Yes,Statistics,Junior Data Scientist
S2440,20,Female,88.81,85.24,65,54,42,65,78,36,53,83,3,6,3,1,4,8,Technical,AI-ML,Logical,4,2,Yes,Math,Junior ML Engineer
S2441,22,Female,70.2,90.29,55,51,67,61,100,86,77,67,3,7,7,6,1,6,Creative,Web,Creative,1,1,Yes,Python,UI/UX Designer
S2442,18,Other,77.88,88.27,100,100,97,98,36,68,89,89,10,2,4,6,6,6,Technical,Web,Logical,2,8,Yes,Python,Full Stack Developer
S2443,18,Other,70.69,63.3,57,49,78,48,79,35,43,58,1,5,1,7,3,5,Creative,Web,Creative,2,2,No,DBMS,Frontend Developer
S2444,20,Male,92.8,74.27,82,100,59,81,91,80,66,85,5,3,8,2,3,7,Technical,AI-ML,Logical,0,0,Yes,Math,AI/ML Engineer Trainee
S2445,17,Female,93.99,74.39,67,64,57,46,79,40,95,74,4,1,6,6,1,7,Technical,Cloud,Logical,0,0,No,DBMS,Cloud Operations Engineer
S2446,18,Female,94.54,70.57,70,95,65,65,68,82,87,99,9,5,1,3,4,7,Technical,Web,Logical,3,4,No,DBMS,Full Stack Developer
S2447,18,Male,86.01,79.33,48,53,46,62,38,58,98,76,4,3,5,7,4,4,Analytical,Web,Analytical,5,3,No,DBMS,Associate Data Analyst
S2448,19,Male,78.53,81.08,62,79,44,65,69,70,68,81,3,3,7,1,1,5,Technical,AI-ML,Logical,1,0,No,Statistics,Junior ML Engineer
S2449,20,Female,93.37,82.53,63,61,40,54,74,38,65,82,5,5,4,1,5,8,Technical,AI-ML,Logical,2,1,Yes,Math,Junior ML Engineer
S2450,17,Female,86.69,98.67,99,65,94,76,47,50,74,82,5,2,4,7,7,10,Technical,Cloud,Logical,1,1,No,DBMS,Junior DevOps Engineer
S2451,17,Female,90.14,80.95,86,67,77,78,54,42,64,77,10,2,1,4,3,6,Technical,Web,Logical,0,8,Yes,Web,Full Stack Developer
S2452,17,Male,79.47,76.93,90,92,89,100,53,38,81,79,1,4,6,3,10,8,Technical,Security,Logical,0,5,No,DBMS,Security Analyst Trainee
S2453,19,Female,76.11,83.38,96,49,88,89,48,62,87,88,4,6,10,1,5,1,Analytical,Data,Analytical,0,2,No,DBMS,Associate Data Analyst
S2454,18,Female,87.21,79.28,84,99,67,65,70,40,68,69,10,3,4,2,7,1,Technical,Web,Logical,5,7,Yes,DBMS,Backend Developer
S2455,18,Male,72.57,89.95,74,89,78,73,80,35,82,100,9,3,4,1,4,3,Technical,AI-ML,Logical,1,3,No,Python,Junior ML Engineer
S2456,17,Male,78.9,76.64,75,96,73,89,43,46,54,70,10,4,4,3,4,3,Technical,Web,Logical,1,2,No,Python,Backend Developer
S2457,19,Male,92.65,70.07,80,78,59,64,66,71,54,66,1,2,4,2,6,10,Technical,Cloud,Logical,3,3,No,DBMS,Junior DevOps Engineer
S2458,19,Male,75.41,65.52,92,79,72,95,71,66,82,74,4,4,5,6,3,10,Technical,Cloud,Logical,3,2,No,Python,Cloud Operations Engineer
S2459,20,Female,80.91,83.12,94,53,84,76,78,46,75,76,4,3,8,3,7,5,Analytical,AI-ML,Analytical,1,4,No,Python,Junior Data Scientist
S2460,17,Female,78.61,89.45,60,50,71,64,72,35,91,80,4,3,10,3,5,8,Analytical,Data,Analytical,4,0,Yes,Statistics,Associate Data Analyst
S2461,18,Female,79.22,84.52,53,43,69,79,90,74,57,55,1,10,1,5,1,3,Creative,Web,Creative,0,6,No,Web,UI/UX Designer
S2462,21,Male,69.17,76.79,74,95,93,97,39,59,98,95,1,3,6,1,10,2,Technical,Security,Logical,4,1,No,DBMS,Security Analyst Trainee
S2463,19,Male,76.3,78.19,61,67,75,52,66,78,72,85,4,4,6,1,1,3,Management,Cloud,Leader,2,5,No,DBMS,Junior Business Analyst
S2464,19,Other,84.86,76.79,70,49,60,67,64,35,60,77,5,4,10,6,4,4,Analytical,Data,Analytical,0,6,No,Statistics,Associate Data Analyst
S2465,20,Male,82.17,85.76,78,100,78,90,66,70,79,80,5,6,6,6,4,1,Technical,AI-ML,Logical,4,3,Yes,Math,Junior ML Engineer
S2466,22,Male,96.13,74.51,65,77,47,82,43,38,74,84,6,4,10,5,1,3,Technical,Data,Logical,1,8,Yes,DBMS,Database Administrator
S2467,21,Female,79.96,88.69,80,84,100,66,79,37,56,80,8,8,1,1,4,6,Technical,Web,Analytical,1,4,Yes,Python,Quality Assurance Tester
S2468,19,Male,80.18,92.91,79,43,73,70,65,83,66,68,6,3,9,7,4,1,Management,Data,Leader,1,4,Yes,Statistics,Junior Business Analyst
S2469,17,Female,83.39,91.72,72,59,58,94,80,51,73,86,1,4,1,4,1,10,Technical,Cloud,Logical,3,0,No,DBMS,Junior DevOps Engineer
S2470,20,Male,82.67,74.54,92,43,80,75,83,35,62,100,1,6,10,4,1,4,Analytical,AI-ML,Analytical,0,4,No,Python,Junior Data Scientist
S2471,19,Other,72.39,78.39,85,64,52,92,64,35,56,85,5,3,1,3,4,10,Technical,Cloud,Logical,3,2,No,DBMS,Junior DevOps Engineer
S2472,21,Female,91.23,79.84,92,92,96,87,81,62,84,87,6,4,10,5,1,7,Technical,AI-ML,Logical,2,4,Yes,Math,AI/ML Engineer Trainee
S2473,19,Female,86.06,84.72,78,77,91,88,100,78,78,51,3,10,3,4,5,1,Creative,Web,Creative,4,1,No,Web,UI/UX Designer
S2474,19,Male,99.0,93.92,90,94,57,83,54,47,75,88,10,3,4,8,3,4,Technical,Web,Analytical,2,2,No,Python,Quality Assurance Tester
S2475,18,Female,69.24,62.82,66,53,68,70,70,88,60,56,3,3,7,10,5,2,Management,Data,Leader,0,2,Yes,DBMS,Junior Business Analyst
S2476,19,Female,76.97,79.79,96,83,70,99,80,48,93,100,8,6,1,4,2,2,Technical,Web,Logical,0,1,No,Python,Junior Web Developer
S2477,21,Female,70.61,65.21,81,87,83,71,74,69,91,90,6,4,10,1,1,3,Technical,Data,Logical,5,7,Yes,DBMS,Database Administrator
S2478,21,Female,90.42,92.93,84,67,42,76,100,66,72,58,2,10,7,4,5,3,Creative,Web,Creative,2,6,Yes,Web,UI/UX Designer
S2479,22,Female,65.04,78.21,68,75,61,77,85,63,82,91,1,8,4,1,5,10,Technical,Cloud,Logical,1,4,Yes,Python,Junior DevOps Engineer
S2480,17,Male,76.3,73.41,62,62,68,75,100,63,72,61,5,10,3,3,4,1,Creative,Web,Creative,3,1,No,Web,UI/UX Designer
S2481,17,Female,70.47,80.14,87,100,75,85,73,57,82,74,10,4,6,2,4,1,Technical,Web,Logical,3,3,No,Web,Full Stack Developer
S2482,19,Female,77.16,72.95,57,82,57,72,52,61,59,79,5,1,1,6,10,4,Technical,Security,Logical,3,2,No,DBMS,Security Analyst Trainee
S2483,21,Male,96.6,77.14,90,100,55,85,81,76,62,70,7,2,7,4,5,4,Technical,AI-ML,Logical,2,2,Yes,Math,AI/ML Engineer Trainee
S2484,21,Male,60.34,75.86,90,100,87,94,57,77,75,83,5,1,6,3,4,5,Technical,AI-ML,Logical,4,6,No,Python,AI/ML Engineer Trainee
S2485,19,Male,73.48,81.76,82,98,82,65,51,64,68,75,3,3,10,6,8,3,Technical,Data,Logical,2,1,No,DBMS,Database Administrator
S2486,20,Female,72.68,63.03,66,64,84,79,54,37,58,70,6,7,10,7,8,7,Analytical,Data,Analytical,1,4,No,DBMS,Associate Data Analyst
S2487,17,Male,87.45,87.92,57,84,77,81,62,43,65,87,5,5,10,1,8,4,Technical,Data,Logical,3,2,No,DBMS,Database Administrator
S2488,21,Female,78.15,80.22,79,100,68,83,58,66,73,88,7,8,1,1,10,1,Technical,Security,Logical,2,0,No,DBMS,Security Analyst Trainee
S2489,21,Female,76.05,77.78,66,86,89,81,64,37,72,87,2,3,8,5,5,6,Technical,Data,Logical,3,5,No,DBMS,Database Administrator
S2490,19,Female,83.13,84.95,72,53,87,73,100,83,89,76,2,10,3,1,5,6,Creative,Web,Creative,1,3,Yes,Web,UI/UX Designer
S2491,19,Female,73.67,67.9,73,83,53,81,35,71,72,91,7,3,1,1,2,3,Technical,Web,Analytical,0,4,No,Web,Quality Assurance Tester
S2492,19,Female,80.25,86.95,55,63,96,35,63,99,67,64,1,4,10,2,2,5,Management,Security,Leader,0,3,No,Python,Junior Business Analyst
S2493,20,Female,76.86,55.45,67,72,89,77,80,77,80,66,5,4,9,10,3,1,Management,Data,Leader,2,2,No,Statistics,Junior Business Analyst
S2494,20,Male,79.86,80.63,57,53,94,63,100,57,67,64,3,10,7,5,1,3,Creative,Web,Creative,2,4,No,Web,UI/UX Designer
S2495,23,Male,64.23,93.8,45,66,62,75,71,69,51,88,4,4,5,7,1,6,Technical,AI-ML,Logical,0,2,No,Math,Junior ML Engineer
S2496,17,Female,72.44,63.23,70,97,50,96,69,73,91,80,10,5,1,6,6,5,Technical,Web,Logical,1,1,No,DBMS,Backend Developer
S2497,21,Male,90.15,82.78,74,79,61,90,76,49,57,86,9,2,1,4,6,4,Technical,Web,Analytical,2,7,Yes,Python,Quality Assurance Tester
S2498,19,Male,80.5,92.19,59,72,68,100,70,66,76,91,8,2,1,4,10,1,Technical,Security,Logical,1,2,No,DBMS,Security Analyst Trainee
S2499,20,Male,75.96,55.21,89,74,86,56,35,39,70,84,1,4,9,3,3,3,Analytical,Data,Analytical,3,6,Yes,Statistics,Associate Data Analyst
S2500,20,Female,83.86,79.89,89,91,86,87,51,73,65,72,8,4,5,1,4,6,Technical,AI-ML,Logical,2,3,No,Math,Junior ML Engineer
S2501,17,Male,99.0,87.99,100,91,76,83,71,58,57,78,5,3,7,1,6,1,Technical,AI-ML,Logical,1,0,No,Python,AI/ML Engineer Trainee
S2502,18,Male,77.75,71.22,47,52,66,89,100,54,65,66,5,10,3,6,1,4,Creative,Web,Creative,3,4,No,Web,UI/UX Designer
